selecao_inicio,selecao_fim,avaliacao_fim,carteira,prob_alta_mc,retorno_real,retorno_ibov,acertou_direcao,bateu_ibov
2022-01-01,2022-05-01,2022-08-01,"BBSE3.SA, EGIE3.SA, ENGI11.SA, SMTO3.SA",0.9934,0.9900099433342058,0.9674228002888249,False,True
2022-04-01,2022-08-01,2022-11-01,"BBSE3.SA, PETR3.SA, PETR4.SA, RADL3.SA",0.8168,1.1159038551228553,1.1351137197358767,True,False
2022-07-01,2022-11-01,2023-02-01,"COGN3.SA, ITSA4.SA, LWSA3.SA, WEGE3.SA",0.9894,0.7946828399087454,0.9709481822302423,False,False
2022-10-01,2023-02-01,2023-05-01,"BRAP4.SA, GGBR4.SA, SLCE3.SA, WEGE3.SA",0.9638,0.8870292671385899,0.9299128251248854,False,False
2023-01-01,2023-05-01,2023-08-01,"BBAS3.SA, CMIG4.SA, RADL3.SA, TAEE11.SA",0.9454,1.0889565037883269,1.1963758376092695,True,False
2023-04-01,2023-08-01,2023-11-01,"BPAC11.SA, HAPV3.SA, RDOR3.SA, YDUQ3.SA",0.9998,0.7668920352540745,0.9331617841119029,False,False
2023-07-01,2023-11-01,2024-02-01,"PETR3.SA, PETR4.SA, SBSP3.SA, SUZB3.SA",0.8676,1.175431023225877,1.1103752183776172,True,True
2023-10-01,2024-02-01,2024-05-01,"SBSP3.SA, TIMS3.SA, UGPA3.SA, VIVT3.SA",0.9936,0.9805334794716579,0.9800982246402192,False,True
